ID1,ID2,RecSes1,RecSes2,MatchProb,refPopCorr,refPopRank,refPopSig
551,549,1,2,0.184577901758212,0.941381544427212,1,1
552,305,1,2,8.29075037487541e-11,0.827283432283116,1,0
557,260,1,2,1.85594007695732e-11,0.900035828854153,1,0
558,343,1,2,8.42896988158736e-14,0.89352523487458,1,0
559,175,1,2,2.9913815994686102e-09,0.805672359237419,1,0
560,278,1,2,4.781664135199331e-09,0.920110952621885,1,1
561,320,1,2,0.0170091564842412,0.784134375837726,1,0
563,343,1,2,6.54678067753721e-12,0.88886639213563,1,0
564,375,1,2,1.76687975272107e-10,0.777556577586794,1,0
1,2,2,1,0.999558767420258,0.919529540956457,1,0
4,5,2,1,0.894242780055387,0.961244963720495,1,1
5,7,2,1,0.999994043411133,0.913369803744121,1,1
10,12,2,1,1.38032731288587e-08,0.901722607302567,1,1
11,11,2,1,0.999999826884906,0.937614261312962,1,0
15,12,2,1,0.999826176360311,0.936377332354163,1,1
20,18,2,1,0.861453691409891,0.880909899170207,1,1
22,20,2,1,0.999514971808368,0.835379459571015,1,1
26,392,2,1,0.987546572574019,0.91136119688761,1,1
27,394,2,1,0.999999299501762,0.829119243784368,1,1
28,393,2,1,0.994274950341785,0.953404075023703,1,0
32,29,2,1,0.999904858463646,0.953693845077896,1,1
33,28,2,1,0.0298667998760128,0.931746785637123,1,1
35,34,2,1,0.121336217157245,0.894768087777952,1,0
37,38,2,1,0.999409878106704,0.796438503876721,1,1
38,407,2,1,1.5459697190975901e-10,0.357861860334,1,0
41,174,2,1,1.88299360191465e-12,0.842917314387474,1,0
43,45,2,1,0.998619699809828,0.88437424789178,1,1
46,47,2,1,0.0252171654750545,0.872687512309995,1,0
47,48,2,1,0.994133616318941,0.848567512619223,1,1
53,407,2,1,0.999997416747491,0.837252711284557,1,1
54,60,2,1,0.944425859295162,0.942554935140408,1,0
56,59,2,1,0.999553836427298,0.933621320856472,1,1
57,74,2,1,3.2251161416238e-09,0.90671075610324,1,0
59,66,2,1,0.999999937821336,0.956150713472779,1,0
60,409,2,1,0.999614642396061,0.96854943480002,1,1
64,411,2,1,0.999998961698231,0.852426271430136,1,1
65,71,2,1,0.99997670128392,0.963630106868225,1,0
68,77,2,1,0.98414668510489,0.91734013295574,1,1
70,76,2,1,0.999999024422012,0.961285580304742,1,1
71,75,2,1,0.00050501076473,0.964067185259726,1,0
74,80,2,1,0.999998618867692,0.956786480867432,1,0
80,85,2,1,0.349420280867198,0.958373760539813,1,1
83,87,2,1,0.961588701592432,0.908996515705395,1,1
87,33,2,1,1.70361251543073e-13,0.754093707723611,1,0
88,418,2,1,0.0004978360942707,0.847272157358167,1,0
89,76,2,1,9.966036575443199e-12,0.825099099708098,1,0
91,54,2,1,0.986768981565816,0.862334495077746,1,0
95,413,2,1,0.999688413375262,0.865885775282448,1,1
97,101,2,1,0.997153486545716,0.938190667553587,1,1
99,98,2,1,0.965829192245073,0.928145341949484,1,0
100,15,2,1,1.14710016627835e-10,0.848729702212289,1,0
102,309,2,1,3.97643673659178e-10,0.790281137961085,1,1
105,101,2,1,3.4062328504275604e-09,0.831778156002819,1,0
106,106,2,1,0.0091411621747229,0.942589702862017,1,1
107,109,2,1,0.038832690223402,0.841560178217621,1,1
108,418,2,1,0.637788335197224,0.91823422651834,1,0
109,107,2,1,0.261705124369684,0.934828802252214,1,0
111,120,2,1,1.83234319880153e-05,0.811167566533529,1,0
114,116,2,1,0.997430651766606,0.848576966119092,1,1
117,33,2,1,9.33472175216227e-16,0.90304117507955,1,0
118,122,2,1,2.58610378345122e-10,0.789301134953521,1,0
122,122,2,1,0.722014513293977,0.794295145168256,1,0
130,131,2,1,0.99995893734413,0.960523053376493,1,0
131,427,2,1,0.628647073797051,0.805452361002204,1,1
138,75,2,1,1.8686612830339797e-11,0.737564420049572,1,0
143,147,2,1,0.992955669946812,0.873567056457897,1,1
146,433,2,1,0.984949538945121,0.892883195296187,1,1
150,150,2,1,0.999893663513153,0.937053478521412,1,1
154,158,2,1,0.0006161560960938,0.958827795046225,1,0
155,442,2,1,0.0144322405634094,0.888958657197681,1,0
156,443,2,1,0.99869064570485,0.877824509032683,1,1
157,162,2,1,0.983593957133467,0.894098114034274,1,0
161,437,2,1,4.1240309129601394e-11,0.864761474893171,1,0
165,203,2,1,2.95358029592732e-14,0.879149556640316,1,0
166,445,2,1,1.46159876411337e-07,0.853405472223421,1,0
167,449,2,1,0.996361639946161,0.912598204447595,1,0
169,441,2,1,2.12889106353245e-12,0.851933558750351,1,0
170,300,2,1,4.11106203674692e-09,0.765950054148967,1,0
171,450,2,1,0.575428186680976,0.89618922827763,1,1
175,174,2,1,0.999991127769598,0.959234421960487,1,0
178,532,2,1,0.997541918641278,0.885637197885181,1,0
179,178,2,1,0.999995874304084,0.916857407264908,1,1
181,75,2,1,6.63439109496916e-13,0.827561122006239,1,0
187,184,2,1,4.43076245221077e-06,0.96000265001893,1,1
192,188,2,1,0.999998664189822,0.970302517958372,1,0
199,191,2,1,0.0056800185168923,0.969815512758057,1,0
204,196,2,1,0.999977242988967,0.967592337778436,1,0
206,198,2,1,0.999940871181708,0.888782757945269,1,1
208,200,2,1,0.949154307360473,0.978237885415368,1,0
209,201,2,1,0.97518440968489,0.911589711030072,1,1
211,203,2,1,0.999150482819364,0.972104200849533,1,0
212,461,2,1,0.0001321151048665,0.740258947903815,1,0
213,204,2,1,0.767036221052751,0.803728380476154,1,1
215,209,2,1,0.114352572043677,0.978730369859232,1,0
217,174,2,1,6.56808895463569e-13,0.728401027346103,1,0
218,461,2,1,0.0116434585926715,0.873178218321829,1,1
225,464,2,1,0.999996771728152,0.897470988396752,1,0
231,465,2,1,5.78644752976904e-05,0.631846995039925,1,0
232,256,2,1,1.8755296021998497e-11,0.805143356064677,1,0
236,232,2,1,2.60236032844426e-10,0.849846815664737,1,0
237,226,2,1,0.985780028785013,0.958175990054026,1,0
238,229,2,1,0.999845784848704,0.90386995412227,1,0
240,230,2,1,0.99363994462059,0.958126090309467,1,1
243,203,2,1,2.86311111631496e-11,0.919373464351195,1,0
244,232,2,1,0.0005805103985915,0.937434389716103,1,1
246,235,2,1,0.274228946177221,0.973408342835894,1,1
247,237,2,1,0.999989669570605,0.931352935447607,1,0
250,241,2,1,0.999999764359319,0.972343040166121,1,0
253,244,2,1,0.999999996697816,0.944489288769539,1,1
254,246,2,1,0.999226929929137,0.946471186851127,1,0
255,247,2,1,0.0078453386488377,0.968441812945331,1,0
256,248,2,1,0.999999924421049,0.973108576945309,1,0
259,250,2,1,0.999779265975258,0.9704328255889,1,0
260,251,2,1,0.984549424535774,0.968296223294727,1,0
262,411,2,1,5.1599555417507895e-12,0.835442643310162,1,1
264,209,2,1,8.65605836741638e-10,0.918871668501445,1,0
266,261,2,1,0.996890297289912,0.942727148969519,1,1
267,476,2,1,0.207880467173361,0.843722828543095,1,1
268,267,2,1,0.999508267166062,0.892123586765595,1,1
270,268,2,1,0.0012600713771524,0.958144846137219,1,0
271,268,2,1,0.013318180341673,0.955613998464837,1,0
275,273,2,1,0.999999968269577,0.920218382692702,1,1
276,268,2,1,2.68511076305634e-08,0.88675356432913,1,0
278,275,2,1,0.999999130864581,0.945738740468992,1,1
281,278,2,1,0.982711696929848,0.92236993280239,1,1
283,560,2,1,5.73508703128229e-07,0.859033294734976,1,1
285,288,2,1,1.70742804026368e-07,0.721004028351684,1,0
289,287,2,1,0.999809147155933,0.936378357878416,1,1
290,283,2,1,0.999460895619737,0.973902583324678,1,0
291,284,2,1,0.0726636163820492,0.917627375980608,1,0
293,291,2,1,0.744119766522477,0.975718939458746,1,0
294,290,2,1,0.879334341258349,0.903853524954556,1,1
296,288,2,1,0.999995145383439,0.940212772219278,1,1
298,283,2,1,4.422059882811849e-11,0.897839007026878,1,0
299,295,2,1,0.999993261004505,0.955201488203372,1,0
301,443,2,1,8.35109747639099e-13,0.743772066797852,1,0
302,542,2,1,0.992333978512719,0.804040211600488,1,0
303,300,2,1,0.99999871464526,0.925521832628605,1,1
304,301,2,1,0.0585331744307575,0.909996395985048,1,0
305,303,2,1,0.0009826862772448,0.906827419979732,1,0
307,311,2,1,5.67069635277427e-10,0.925626784528117,1,0
308,305,2,1,0.999998312912383,0.955662402184276,1,1
313,436,2,1,3.22314428943837e-14,0.868120798566164,1,0
315,438,2,1,1.33279711603644e-13,0.836019836608858,1,0
316,311,2,1,0.997815882575637,0.977018807474212,1,0
317,490,2,1,0.566632669544238,0.921856957844219,1,0
319,317,2,1,9.12224195942376e-09,0.738889540677058,1,0
320,268,2,1,2.8682146564278496e-11,0.861237037115997,1,0
328,320,2,1,0.622515086093213,0.933423252690597,1,0
329,254,2,1,0.910371884016071,0.978561858941752,1,0
330,255,2,1,0.915591160219344,0.923399703368156,1,1
333,324,2,1,0.939215634458182,0.934659094519102,1,1
342,194,2,1,6.06522940187044e-11,0.861614974979419,1,0
343,334,2,1,0.965015136705172,0.978918286316389,1,0
344,332,2,1,0.999637555795091,0.950514928669079,1,1
345,335,2,1,0.99996072895048,0.947605513141712,1,0
349,340,2,1,0.0084894399254393,0.940079497402501,1,0
350,496,2,1,0.574365985609865,0.74395542211624,1,1
351,341,2,1,0.0188696121303095,0.976001078032573,1,0
353,342,2,1,0.502245929220357,0.945325670343197,1,0
355,343,2,1,0.005208458934585,0.906654452251043,1,0
356,498,2,1,0.999527313414561,0.963853777000997,1,0
358,344,2,1,0.697921484501266,0.874165369241236,1,1
359,500,2,1,0.891577790711272,0.888663829247272,1,1
361,346,2,1,0.973761546000807,0.895930402316365,1,1
365,350,2,1,0.0217308567314814,0.923989162863061,1,1
369,372,2,1,1.96160168138528e-07,0.856903717131534,1,0
371,363,2,1,0.999999388397219,0.974686226283215,1,0
372,362,2,1,0.997345363360335,0.896024138766023,1,1
374,504,2,1,0.999999795943954,0.929824855306683,1,1
375,334,2,1,3.98477398733312e-13,0.926551761247644,1,0
376,351,2,1,3.9362868314739e-07,0.919515755448084,1,0
382,369,2,1,0.716514969368907,0.949047363507587,1,0
385,374,2,1,0.999990196605459,0.938547720065661,1,1
387,373,2,1,0.999942202764887,0.931859585184549,1,1
392,379,2,1,0.0327224518453344,0.92396479536245,1,0
393,383,2,1,0.97150060019634,0.978542411945951,1,0
397,385,2,1,0.982636286096213,0.973700938177636,1,0
401,8,2,1,0.999394710214113,0.922389069422607,1,1
402,9,2,1,0.999988063112057,0.810598405354026,1,1
404,393,2,1,7.30636492591962e-10,0.920794106907619,1,0
405,18,2,1,0.999885976487372,0.940124249381213,1,1
406,20,2,1,0.998693557879888,0.819264164203061,1,1
407,15,2,1,0.999903483300093,0.947318369333377,1,0
408,388,2,1,0.488886756958616,0.841970425968909,1,1
410,35,2,1,0.886173271514099,0.831852954533781,1,1
412,7,2,1,6.616132990635179e-11,0.555163748202329,1,0
413,37,2,1,0.999993623853262,0.847965459970743,1,0
414,32,2,1,8.68887124472114e-10,0.801088280515322,1,1
416,403,2,1,0.151897527828584,0.795819624192393,1,1
417,49,2,1,0.516756457400968,0.886622281680789,1,1
419,58,2,1,0.999991733869441,0.866027302129593,1,1
423,408,2,1,3.55410301716652e-07,0.829078263979277,1,0
424,74,2,1,0.999997739688345,0.933460351586772,1,0
425,66,2,1,6.092537249082529e-11,0.930187267255913,1,0
430,91,2,1,0.334116453340562,0.891371476230363,1,1
432,91,2,1,0.987554423630555,0.775632566625024,1,0
434,30,2,1,4.116509670603899e-12,0.839583997525294,1,0
435,296,2,1,1.16908943530672e-09,0.773207066159772,1,0
436,33,2,1,2.16635294328923e-13,0.86261614415083,1,0
437,97,2,1,0.998347397972328,0.877566019991712,1,1
438,438,2,1,8.581146515193721e-14,0.888706020258851,1,0
439,417,2,1,0.988354797055206,0.862334499772229,1,0
442,110,2,1,0.998035995140283,0.872602644379734,1,0
445,420,2,1,0.992085522471605,0.784261997390254,1,0
447,117,2,1,0.751382203235453,0.853352766104103,1,0
448,118,2,1,0.56868010955562,0.850321985456491,1,0
449,418,2,1,8.97640482270268e-06,0.710181203217699,1,0
450,122,2,1,0.967401691123318,0.784878780370404,1,0
454,131,2,1,2.79099610439061e-08,0.827235316145259,1,0
455,429,2,1,0.999038413045167,0.73533934490419,1,0
456,137,2,1,0.0335685472335416,0.917374251797692,1,0
458,158,2,1,0.87789831889816,0.960129715931597,1,0
459,441,2,1,1.10649540226874e-06,0.877359819151503,1,0
462,80,2,1,5.31093617558646e-13,0.857087477134064,1,0
464,163,2,1,0.0086310642106662,0.918628051997895,1,1
465,436,2,1,2.55159858982633e-10,0.857057646130444,1,0
467,30,2,1,5.5744806229113104e-14,0.860717439617477,1,0
468,442,2,1,6.24628829730077e-06,0.749786981571217,1,0
470,446,2,1,0.997837568265756,0.898477084501976,1,0
471,75,2,1,2.5371424042541904e-15,0.825704337540923,1,0
473,453,2,1,1.97672276201725e-10,0.899894394093707,1,0
474,453,2,1,4.05845832262861e-07,0.846561292452468,1,0
478,251,2,1,2.6253352206121498e-11,0.917377874681051,1,0
482,199,2,1,0.99600168926488,0.801598914399375,1,1
484,206,2,1,0.0003569832888111,0.852465341208233,1,0
486,207,2,1,0.99989331675273,0.737559670331594,1,1
488,211,2,1,0.0011650061699005,0.93560969480477,1,0
489,201,2,1,3.58669408265554e-05,0.770822811582735,1,1
493,465,2,1,0.668044101483917,0.933695506428479,1,0
495,465,2,1,0.0057963979600063,0.569135628964729,1,0
496,228,2,1,0.999542991306299,0.909327442450778,1,0
499,507,2,1,6.048400677172341e-15,0.80146944516795,1,0
501,252,2,1,0.0954644811360609,0.860398867675862,1,1
502,253,2,1,0.999824545902715,0.962381066104098,1,0
505,271,2,1,0.288896993750994,0.950342756109537,1,1
506,479,2,1,0.0635599883296657,0.892403745262226,1,1
508,482,2,1,0.008776726222445,0.941257066644948,1,1
510,539,2,1,0.983613223876769,0.89961880517949,1,1
512,292,2,1,0.999773377816304,0.916132181414133,1,1
513,296,2,1,0.994794446273596,0.893084844542085,1,1
516,303,2,1,0.999874240901767,0.786543487535349,1,0
521,491,2,1,0.999992581213172,0.882343693709384,1,1
524,475,2,1,0.994305709625378,0.934130582448462,1,0
526,328,2,1,0.999984400450037,0.838008538343762,1,0
538,344,2,1,0.99857752776993,0.863937823311815,1,0
540,357,2,1,0.0001148899734323,0.800360134624559,1,0
547,351,2,1,9.03604596729174e-09,0.842412942111461,1,0
548,383,2,1,3.09881946281103e-11,0.93470460699832,1,0
549,551,2,1,0.831837114225794,0.94006949836006,1,1
551,371,2,1,0.0157840847989213,0.872413901059648,1,0
552,383,2,1,6.68061162817915e-10,0.932627822883784,1,0
554,512,2,1,0.810741850343682,0.922748720736812,1,0
555,513,2,1,0.937798452996971,0.934096649429217,1,0
556,515,2,1,0.0511640353669222,0.89709856183505,1,0
557,518,2,1,0.998983709226955,0.919003834510392,1,0
558,521,2,1,0.99991751540195,0.934483887230456,1,1
561,45,2,1,1.65530668595761e-06,0.796943284978682,1,0
564,97,2,1,2.22005129924647e-10,0.415153785635868,1,0
565,33,2,1,1.1061928952243299e-12,0.877299401180819,1,0
567,15,2,1,3.28032565548954e-08,0.760004049715801,1,0
569,445,2,1,0.40275765185332,0.899711758269377,1,0
570,453,2,1,0.008221448326352,0.825654638209398,1,0
571,162,2,1,2.66321549476785e-08,0.834759224834569,1,0
580,301,2,1,0.572779526016009,0.935086396076734,1,0
581,385,2,1,2.25513933466072e-09,0.890324734103055,1,0
584,371,2,1,0.251935082236706,0.87726360959168,1,0
589,291,2,1,3.4655839262640403e-09,0.863140986119604,1,0
